,cluster_id,curvature,x,y,z,average_potential
0,1,3.33,51.97948190045249,38.12589819004525,-1.3460045248868777,-49.07087624434389
1,2,7.88,62.38047244094488,39.86811417322835,-5.027507874015749,-26.684057086614175
2,3,13.61,64.07995780590717,33.81045569620253,-0.4161054852320675,-24.59371687763713
3,4,16.37,58.49572529313234,31.076381909547734,-3.2631273031825794,-21.438713065326635
4,5,20.13,54.396171122994645,32.29519786096256,8.354155080213904,-32.6175628342246
5,6,10.13,49.70223787528869,39.24211778290993,9.577674364896074,-64.64974087759815
6,7,19.6,70.15437795275591,37.565354330708665,8.667114173228347,-35.297375984251964
7,8,11.86,67.83889430894308,37.929829268292686,2.053658536585366,-44.85556287262873
8,9,10.95,67.02656132075472,37.04811320754717,14.935136792452829,-42.08396320754718
9,10,2.34,63.26164705882354,32.56831092436975,11.080022408963586,-34.40017254901961
10,11,18.76,51.38547727272727,67.77448701298702,0.9476201298701298,-39.74403051948052
11,12,17.25,55.73021428571429,69.1880827067669,10.959477443609025,-47.606623684210525
12,13,4.69,49.71596473551639,69.9984886649874,7.734639798488665,-36.30240025188917
13,14,14.68,68.98084160756501,62.38009929078014,4.141572104018913,-32.43621063829787
14,15,18.3,60.9320474777448,64.1966765578635,-1.195646884272997,-39.33973590504451
15,16,-13.91,62.48782261208577,56.998469785575054,1.5042631578947372,-110.67307134502923
16,17,16.43,67.64374385964913,68.14657719298245,13.463945614035088,-32.460538771929826
17,18,-22.13,60.868184615384614,63.78076923076923,7.301515384615385,-85.602535
18,19,8.59,58.72765806451613,67.58426666666666,16.383647311827957,-50.016859569892475
19,20,16.79,77.35048623853211,49.97701834862386,13.326587155963303,-34.536420917431194
20,21,20.44,73.60537931034483,41.92545320197044,15.310847290640394,-27.974948768472906
21,22,-19.24,73.98705376344085,48.76199641577061,19.53437992831541,-37.78372401433692
22,23,-1.89,71.73898214285714,45.51576530612245,5.2903316326530625,-37.557448724489795
23,24,-10.93,68.57946629213484,53.91759550561799,3.115870786516854,-65.50949213483146
24,25,8.2,73.67917073170733,54.42741463414634,7.261634146341463,-46.32610487804878
25,26,14.72,78.73330337078652,57.800092134831466,15.347251685393259,-23.77260853932584
26,27,19.36,74.13722769953053,62.3784647887324,14.801413145539906,-33.38285563380282
27,28,21.44,70.08492500000001,52.68929583333333,24.40920416666667,-33.47235416666667
28,29,18.49,67.76113513513515,58.64690540540539,28.303385135135134,-25.15467972972973
29,30,7.9,70.10343277310925,62.492789915966384,22.79033193277311,-31.50970630252101
30,31,-17.91,67.19719203747073,43.88314285714286,19.79250819672131,-67.46084262295084
31,32,-8.03,55.255669856459335,37.30893301435406,19.995095693779906,-43.191266028708135
32,33,18.6,60.79043089430895,34.6380135501355,19.549685636856367,-33.96317235772357
33,34,16.07,48.69734444444444,38.21223333333333,18.348755555555556,-38.88804888888889
34,35,12.02,46.41657239819005,43.5857036199095,24.867766968325792,-38.782020135746606
35,36,5.29,57.130844155844166,51.887019480519484,30.1480974025974,-34.328251298701296
36,37,8.78,63.44561371841157,50.464833935018056,26.564953068592057,-37.55617075812274
37,38,-8.67,52.713881118881126,45.13937762237762,26.751783216783217,-69.66526818181818
38,39,2.25,59.410493243243245,43.9012027027027,25.77091554054054,-39.35208175675676
39,40,-12.19,50.41493454545454,62.891384242424245,23.22898424242424,-76.90844327272727
40,41,-21.38,59.77325684931506,58.84093493150685,27.645671232876712,-45.27811883561644
41,42,9.43,60.43338993710692,64.73646540880503,22.726144654088053,-49.53684056603773
42,43,18.13,50.50564010989011,50.7041510989011,34.84739835164836,-24.66011510989011
43,44,17.56,51.65560322580645,57.42939032258064,33.57881612903226,-26.121943225806454
44,45,21.5,36.70418604651163,48.877,26.955514534883722,-18.451856104651164
45,46,20.51,39.44523384615384,58.77057230769231,24.597446153846153,-35.96777538461539
46,47,19.9,42.89316953316953,54.06439803439803,30.19185749385749,-27.248291646191646
47,48,-1.85,44.726145962732915,61.2211304347826,-4.7801086956521734,-27.77706335403727
48,49,18.66,51.218385633270316,57.3327618147448,-9.783183364839319,-23.864941398865785
49,50,3.97,55.46966961651916,64.01629203539824,-5.364014749262537,-24.78495516224189
50,51,-21.67,62.29780423280423,48.14974074074074,0.018579365079365105,-100.31675634920634
51,52,20.57,59.8149538904899,52.2725734870317,-7.411360230547551,-28.76381613832853
52,53,11.13,56.36448012232415,45.238672782874616,-6.941168195718655,-33.59249510703364
53,54,-10.6,48.627141752577316,45.26035051546392,2.0113840206185567,-89.93520567010309
54,55,23.98,48.262995370370376,50.82272685185185,-9.510731481481482,-26.026408333333332
55,56,19.46,47.04913802816901,43.52055774647888,-5.7288619718309866,-35.12649690140845
56,57,-14.48,45.935763033175355,50.526860189573455,-2.1175545023696682,-98.43002890995261
57,58,16.42,37.144830592105265,48.080697368421056,3.4699703947368423,-44.94275575657895
58,59,15.03,32.69527114427861,57.44924129353233,2.778074626865672,-27.79855422885572
59,60,18.53,37.640640186915896,55.231,-3.9264158878504674,-24.418088084112153
60,61,-0.37,40.87064571428571,65.89866857142857,8.344651428571428,-35.68045314285715
61,62,-0.35,42.10569196428571,64.21595089285714,2.0492053571428572,-37.63799508928572
62,63,21.69,34.70784803921568,61.52753921568627,14.712553921568627,-28.10106225490196
63,64,19.53,32.29818444846293,58.763350813743216,9.458502712477395,-29.2864027124774
64,65,11.32,47.32693969849247,67.40804020100502,17.047145728643216,-37.259666331658295
65,66,-1.16,41.01726239067055,63.4359970845481,17.796320699708456,-41.971572303207
66,67,-9.06,43.73247697368421,46.34559539473684,10.318276315789474,-89.28040526315789
67,68,6.51,39.86346666666666,46.27462777777777,17.789444444444445,-43.168905277777775
68,69,12.42,33.761705128205136,49.47439743589743,12.225314102564104,-32.29795192307692
